"","Id","ChallengeId","BankId","ClientId","ClientBirthDate","Age","ChallengeType","RequestTime","ResponseTime","DecisionTime","Gender","Decision","PhonePrefix","Protocol","AttemptCount","MaxAttemptsReached"
"11","164b1ab5-5744-482e-b4ac-ee9d3efb19d2","828fc986-24ca-4db5-a437-99098abc5605","bandit-radinou","6a5e212c-d50f-4f7a-87df-78adf61c06b2",1991-12-21 02:20:42,31,"SMS",2023-01-02 14:12:09.569602,2023-01-02 14:12:33.826281,2023-01-02 14:12:37.703718,"Male","Refused","+32",NA,4,"TRUE"
"12","885a06a0-3f0f-4c59-a904-1a3f59080723","2aaa2d25-c0ea-4230-835f-9c5a04a2def9","bandit-picsou","3b8de748-2ff4-40a5-9c88-0ade6429dbbc",1935-10-25 18:02:03,70,"EMAIL",2023-02-04 01:09:09.309962,2023-02-04 01:10:39.359073,2023-02-04 01:10:40.925626,"Female","Refused",NA,"HTTPS",4,"TRUE"
"13","bf99e6f3-9c9d-4212-b35b-661449514389","55c6b0c5-67a8-4c55-a17d-d9873123380f","bandit-profit","6d50b21b-00c0-49b3-8307-6f1c936a4687",1973-10-17 17:34:10,27,"OTP",2023-05-03 06:35:53.228724,2023-05-03 06:40:09.279033,2023-05-03 06:40:13.804475,"Male","Refused",NA,NA,4,"TRUE"
"14","16b80ebb-e2b5-4803-b70e-46b55967a7aa","cc683cf7-7e37-4ecb-9f3a-7955f3266c7f","bandit-profit","c8497351-2937-44ca-87bc-de649e158096",1949-12-21 09:49:03,60,"OTP",2023-05-25 07:38:23.840813,2023-05-25 07:41:27.452194,2023-05-25 07:41:28.44395,"Male","Accepted",NA,NA,3,"FALSE"
"15","838e7d7d-248e-4237-b3a3-353b34fadcd1","f13732ea-521f-40cd-ac73-640d1f6e8a29","bandit-profit","c81e6b4b-b1b4-4a50-adb4-1f75cf178fba",1944-01-14 02:56:38,64,"ID",2023-05-06 23:59:15.162911,2023-05-07 00:02:43.858652,2023-05-07 00:02:48.71591,"Female","Accepted",NA,NA,3,"FALSE"
"16","25644e1e-bca0-469f-a423-94e72bd173a3","3e04ef73-75a6-4aa4-bfa6-9ae99ac56a44","bandit-picsou","50d0a37f-2178-4159-8ce9-606bbe9c5420",1976-03-18 05:49:26,95,"OTP",2023-03-24 01:31:52.407166,2023-03-24 01:33:44.256268,2023-03-24 01:33:45.279574,"Male","Accepted",NA,NA,3,"FALSE"
"17","5c8e7882-7734-496e-959e-1838f76eb0b3","64b4dd3f-49bc-49ce-9f70-a8cb08e11763","bandit-profit","ad57e0e8-6680-47bb-8e0d-9219c4a3d4bd",1987-07-08 11:41:34,43,"EMAIL",2023-05-21 21:08:58.008703,2023-05-21 21:10:47.544629,2023-05-21 21:10:49.679474,"Female","Accepted",NA,"HTTPS",1,"FALSE"
"18","c0decc0d-553d-4c05-9848-b1cfa8192435","5a185979-f216-4a62-b322-35e03d231c79","bandit-profit","38cd4cea-6af1-4a2e-ba14-3b914a2f2aca",1959-11-08 22:55:40,71,"SMS",2023-01-09 15:57:17.220279,2023-01-09 15:57:50.034353,2023-01-09 15:57:54.192655,"Male","Accepted","+34",NA,3,"FALSE"
"19","495dc4c0-8fc8-402a-9d82-a1b1a107367f","053daa26-4291-43a6-a5ef-a8f64c729035","bandit-profit","e859e12d-5f23-41e0-971f-9658a91b6a5f",1950-04-23 00:16:38,63,"OTP",2023-04-20 18:22:03.538759,2023-04-20 18:23:43.665845,2023-04-20 18:23:46.245342,"Female","Accepted",NA,NA,2,"FALSE"
"20","f3902dbe-c6e1-46ae-90a7-5b93ca42f586","97d32613-beb5-48c3-b6c9-2b728ed7e199","bandit-donsaluste","b27290b2-1ed4-49b1-9fe8-bbe2b71ecc0a",1945-02-09 21:01:45,79,"OTP",2023-03-26 00:06:06.028252,2023-03-26 00:09:28.804333,2023-03-26 00:09:32.281189,"Male","Accepted",NA,NA,2,"FALSE"
"21","07e42de7-1eb9-4c57-93c1-0540accc8869","69175c23-e63f-40d5-8f67-5b51649300b2","bandit-donsaluste","7a35755a-95f8-48e7-8479-45f30120aa0a",1987-09-04 02:37:55,34,"EMAIL",2023-05-28 07:42:05.639148,2023-05-28 07:43:59.726303,2023-05-28 07:44:01.005017,"Male","Accepted",NA,"HTTPS",2,"FALSE"
"22","eee447e4-72b8-46e2-9510-bd8617415142","563cd3ad-e121-4ad6-a719-831cf96d2a25","bandit-radinou","3eada728-1f2f-4642-9d98-52eb70d94577",1973-07-11 04:21:43,21,"SMS",2023-05-25 00:58:18.729946,2023-05-25 00:58:53.107319,2023-05-25 00:58:56.009281,"Male","Refused","+212",NA,1,"FALSE"
"23","a8d883c2-a725-4c3f-baf5-c0d8bd01c93a","e9884a78-34d8-4749-ba6d-cc68605c8519","bandit-picsou","62385922-f57d-437e-91db-6b1ad6951dfa",1948-03-02 05:48:37,36,"EMAIL",2023-03-14 23:02:34.470865,2023-03-14 23:04:20.783755,2023-03-14 23:04:21.755901,"Male","Accepted",NA,"HTTPS",2,"FALSE"
"24","b560b26e-eebf-46bf-b210-9a70490e28e3","fce2b2f8-04ff-4190-93da-79f814943412","bandit-profit","6818b0e3-6eff-45a6-b9a4-b472410f70d4",1986-03-27 11:30:42,55,"ID",2023-02-02 16:14:22.440638,2023-02-02 16:17:34.518025,2023-02-02 16:17:37.977165,"Female","Accepted",NA,NA,2,"FALSE"
"25","bfa26c30-214f-40b4-b9d5-84638748abcd","c13c1804-7434-4320-8499-5998fb77bb0a","bandit-donsaluste","9e03f44e-049d-4833-bb4c-698d944d95df",1980-10-27 12:23:49,80,"OTP",2023-05-15 08:16:30.886343,2023-05-15 08:19:04.13334,2023-05-15 08:19:06.745203,"Female","Accepted",NA,NA,3,"FALSE"
"26","4def487c-13dd-45f0-824d-d5265a9b15eb","383f64e1-cd42-435d-aa2f-b7f27c04bb80","bandit-profit","f235530e-5064-41ca-8c7d-820a371acc07",1987-12-25 19:45:04,76,"OTP",2023-04-15 12:04:46.833596,2023-04-15 12:07:01.738499,2023-04-15 12:07:03.271445,"Male","Accepted",NA,NA,3,"FALSE"
"27","c7957073-1627-4594-82fc-e893ff246f59","25f87456-3479-48ca-9138-8b6f0cc56ab6","bandit-donsaluste","203e51f0-80a1-4340-8cdf-e404dd32fda0",1937-02-09 00:07:42,52,"OTP",2023-01-24 19:56:10.912708,2023-01-24 19:59:53.771616,2023-01-24 19:59:58.037693,"Male","Accepted",NA,NA,1,"FALSE"
"28","54804518-e74a-4a24-8eee-4b2db00ed54b","73daab73-eb0d-41ac-83ef-fd54c80dc828","bandit-profit","93990428-4a2f-4681-a9f0-0eb99744dfa0",1937-03-25 11:11:13,79,"ID",2023-06-08 19:50:35.145326,2023-06-08 19:53:38.629262,2023-06-08 19:53:42.613667,"Female","Accepted",NA,NA,3,"FALSE"
"29","a4e3e556-5c15-487c-8abd-4e9d305799c8","aaae983e-e8eb-45d5-a6cf-107c62c4480f","bandit-donsaluste","ba2c39d9-fd04-4e3e-a9e1-9afe91445e24",1988-01-21 13:50:24,24,"ID",2023-05-16 15:42:07.349455,2023-05-16 15:46:48.931195,2023-05-16 15:46:51.175145,"Male","Accepted",NA,NA,3,"FALSE"
"30","61e7ae4e-83d7-4911-a496-38818df3ca3e","40fbe4ad-6fb5-4e45-9b45-6e4405b3e97d","bandit-donsaluste","4e2e9ff1-4fca-4da1-af78-b3767083b547",1987-06-21 20:59:49,43,"OTP",2023-05-21 19:36:12.240989,2023-05-21 19:38:59.364156,2023-05-21 19:39:03.509834,"Male","Accepted",NA,NA,1,"FALSE"
"31","1a92da40-eaf0-4e75-a2be-616a760f951d","47ba42fb-eff1-4722-9373-ce0fc1ae3c28","bandit-donsaluste","37901b1d-2727-4ba9-ac28-d2e912993226",1959-04-02 00:00:11,53,"OTP",2023-03-24 15:41:40.162631,2023-03-24 15:43:46.657366,2023-03-24 15:43:49.258452,"Male","Accepted",NA,NA,2,"FALSE"
"32","846ae42d-8f71-46d0-8dea-af9dfbb55521","6a0ae847-4ee3-4207-82e1-aaecdfc2d0a0","bandit-radinou","ec1926f8-70c4-490e-a88e-8f0c2242062e",1992-06-05 20:24:54,66,"OTP",2023-01-26 08:52:11.457954,2023-01-26 08:55:56.669465,2023-01-26 08:55:58.144103,"Female","Accepted",NA,NA,3,"FALSE"
"33","f0323db0-7051-4640-9386-f382cbec86d2","4db04abd-fb19-4025-a08b-e952c1bfcab4","bandit-picsou","68be5dcf-0c33-48d4-89b3-8037107f0190",1938-09-07 15:17:09,25,"SMS",2023-05-08 02:17:14.829917,2023-05-08 02:17:50.701046,2023-05-08 02:17:51.334386,"Male","Accepted","+34",NA,1,"FALSE"
"34","53295488-e753-44b7-b0ef-6f333b8ac3b9","0ffce431-df79-4dff-8333-58ef254cba39","bandit-donsaluste","b469afc4-56a1-4a4a-ad89-18c779a02c42",1941-11-16 23:57:07,46,"OTP",2023-01-07 21:32:26.535977,2023-01-07 21:35:35.756853,2023-01-07 21:35:39.274595,"Female","Accepted",NA,NA,1,"FALSE"
"35","0a319267-2e2b-4520-833c-064785a8c369","c27a5cff-03fd-4915-99ce-a3ad942a9dc5","bandit-donsaluste","bda8a4c7-b7e0-4e04-ba78-d58305186180",1984-05-24 15:44:15,55,"ID",2023-04-15 06:11:20.075429,2023-04-15 06:14:41.005571,2023-04-15 06:14:43.22715,"Male","Accepted",NA,NA,1,"FALSE"
"36","83cc7a7a-0941-4b38-860f-de4604c86b0e","12277cef-4f34-45c4-8a24-3fd21c319143","bandit-profit","a479ea01-859f-485b-b943-e6a39e62fa1b",1945-06-26 23:35:37,42,"ID",2023-03-05 08:45:59.169475,2023-03-05 08:49:27.61428,2023-03-05 08:49:29.838759,"Female","Accepted",NA,NA,2,"FALSE"
"37","6e2a5f11-21a0-4e6e-8805-1d8f8e04b542","e128ca53-2484-42ba-9d77-396218fa560a","bandit-profit","0d222d52-6687-4737-b1f6-70f00ab872ba",1997-01-06 09:32:27,67,"OTP",2023-01-22 03:42:40.699215,2023-01-22 03:45:28.56914,2023-01-22 03:45:31.565073,"Female","Accepted",NA,NA,3,"FALSE"
"38","02ca50b0-120d-4452-a5d9-07dbfa0ed85d","144fde0c-e388-4041-a0b1-19a8f1dec87b","bandit-donsaluste","39d30b5d-7312-4488-917f-c4cf32adfc79",2000-06-15 16:09:12,54,"EMAIL",2023-06-06 18:36:34.760836,2023-06-06 18:38:13.141869,2023-06-06 18:38:15.085221,"Male","Refused",NA,"HTTP",1,"FALSE"
"39","4a8189f8-5522-47e4-ad06-685a2aa35d36","1444392c-b1a9-4c49-a549-ed06d1acbb00","bandit-picsou","ed8f2e67-ce6e-4e45-8c26-ba2877f2a397",1990-05-10 04:59:32,36,"SMS",2023-01-28 21:48:00.735255,2023-01-28 21:48:26.939765,2023-01-28 21:48:31.040466,"Male","Accepted","+33",NA,1,"FALSE"
"40","3f69d4cc-1469-40ab-b9c7-8d2f7d00932c","69ceff1d-9e65-4bf2-a61d-30bb9a1082c7","bandit-donsaluste","1caf667a-c843-47ec-abe7-e5cfa09e2098",1943-05-09 13:06:03,61,"OTP",2023-04-11 17:27:30.84062,2023-04-11 17:30:49.791967,2023-04-11 17:30:54.194953,"Female","Accepted",NA,NA,3,"FALSE"
"41","92202f6f-6dc7-45c7-ad2e-7a4c14a1aaa9","48e4efed-1cdd-466b-8496-be8597655759","bandit-picsou","954a62d0-24cf-4684-8be7-663fce15d436",1979-08-14 14:30:22,29,"OTP",2023-02-17 07:35:52.612451,2023-02-17 07:39:22.838989,2023-02-17 07:39:27.637077,"Female","Accepted",NA,NA,1,"FALSE"
"42","bd60ee9d-7f8c-4c83-b20e-b67fc510d59f","36216178-8f36-4b01-a251-940f4ad72cd4","bandit-donsaluste","57178bbc-87fd-4713-8f10-510b63f4012f",1977-12-27 20:13:40,60,"OTP",2023-01-22 18:06:38.08143,2023-01-22 18:09:04.404534,2023-01-22 18:09:08.747109,"Male","Accepted",NA,NA,2,"FALSE"
"43","c7a94305-c354-4289-8627-a54204467c3c","4b829b47-9ecd-49f5-bc84-8864bf2353f5","bandit-donsaluste","98801df5-8f99-4061-bfce-374891a91d3f",1997-08-05 19:49:02,46,"ID",2023-04-22 10:39:52.107774,2023-04-22 10:44:59.628133,2023-04-22 10:45:03.03006,"Female","Refused",NA,NA,4,"TRUE"
"44","a4475756-d659-4338-92b9-226565724c97","eaadf880-b1ca-44b1-ba58-194a43299c82","bandit-profit","929031b0-116d-46a5-a8ca-29a657d9bb98",1939-03-13 05:04:57,43,"ID",2023-04-16 10:32:23.386577,2023-04-16 10:35:33.86506,2023-04-16 10:35:37.074249,"Male","Accepted",NA,NA,1,"FALSE"
"45","acf59a78-d411-428d-9f93-ccb42ac40d7f","85c25b5a-aec8-44c6-9ea2-f59cd9a63734","bandit-profit","8a3067bf-59e7-4a8d-878f-01a00c278e06",1979-02-13 23:35:17,69,"OTP",2023-02-06 10:36:16.439355,2023-02-06 10:37:40.984734,2023-02-06 10:37:43.813704,"Female","Refused",NA,NA,4,"TRUE"
"46","6161b153-0144-4711-8f89-1cf511ef8184","8ec51d9a-e842-48b5-b680-7cf9cb01cc7d","bandit-radinou","4373edc3-34af-46ae-b874-09b229289944",1973-08-01 11:36:44,24,"OTP",2023-01-26 09:09:02.379169,2023-01-26 09:13:12.167656,2023-01-26 09:13:16.256305,"Female","Accepted",NA,NA,1,"FALSE"
"47","549cd082-c9ea-4d7b-aee8-4f41cf907680","2d3f1f70-f127-48e8-882c-c9f32e458fac","bandit-profit","7f0f969b-397a-4770-9ae6-e8325a06ff68",1993-08-06 11:42:44,88,"OTP",2023-03-02 07:34:23.504137,2023-03-02 07:37:28.022059,2023-03-02 07:37:31.402049,"Female","Refused",NA,NA,4,"TRUE"
"48","3c59849c-e60d-4bef-89b2-fd8b40ff89af","43ab9dca-7deb-49d9-a1bd-1dc876cdf135","bandit-profit","350349e5-eb40-46c0-a911-b92df2c43a9f",1983-08-21 08:28:32,56,"OTP",2023-05-07 16:12:52.900063,2023-05-07 16:17:03.294447,2023-05-07 16:17:07.618306,"Male","Accepted",NA,NA,3,"FALSE"
"49","2e1e195b-1548-42d1-8e5a-a72d9fc96a66","881b1c56-9d6c-44bb-ad72-5c3cbfb70c59","bandit-picsou","dc868141-0893-40a9-9038-f9890b3350e0",1954-02-05 03:46:01,63,"OTP",2023-01-29 11:58:07.122972,2023-01-29 12:00:38.888236,2023-01-29 12:00:42.654703,"Female","Accepted",NA,NA,3,"FALSE"
"50","31b5d374-aa97-4050-816c-71dbccd0e969","7e3c058d-2fcf-4f13-9626-a3cdd796df8c","bandit-picsou","08e107dd-2325-428a-a4fb-a5742f759578",1940-10-09 08:21:41,22,"SMS",2023-01-30 01:04:02.590144,2023-01-30 01:04:26.153329,2023-01-30 01:04:27.472875,"Female","Accepted","+33",NA,1,"FALSE"
"51","62a90898-6e2c-4416-9b66-40155a4853c2","393662ae-7fa5-4f52-84b6-98fe81e214a0","bandit-radinou","6d4f0407-9db5-4892-a5c4-98f13d1eccbf",1947-11-23 05:16:28,31,"OTP",2023-05-09 02:04:43.554095,2023-05-09 02:07:30.966457,2023-05-09 02:07:35.235475,"Female","Accepted",NA,NA,1,"FALSE"
"52","d63836a0-4616-4a6a-a656-2f337dd4d8e4","6e2929c1-bf8a-492c-a728-5fb8cec18512","bandit-radinou","e2385de8-eb17-44c9-8ab6-2b815784041c",1966-01-01 15:02:41,29,"SMS",2023-01-06 10:52:18.629172,2023-01-06 10:52:57.165162,2023-01-06 10:53:01.358137,"Male","Refused","+213",NA,1,"FALSE"
"53","8ee364d6-02e0-46ab-b4d5-41570a4b8a24","44f3fe81-e34d-4d90-a1f0-62023bd89a5e","bandit-picsou","26f44202-a169-419e-99d9-1940757bd6b0",1945-07-25 01:25:22,30,"EMAIL",2023-05-16 07:58:24.883691,2023-05-16 08:00:44.596565,2023-05-16 08:00:47.437478,"Male","Accepted",NA,"HTTPS",2,"FALSE"
"54","44d5ad0b-c6c1-44bb-8037-62cee7d8d505","17d20cc0-f3aa-4baa-8833-11838866fbbd","bandit-donsaluste","119679b3-250b-4070-ade1-c909d7ff34c2",1990-10-22 20:26:37,46,"EMAIL",2023-05-02 04:55:05.851359,2023-05-02 04:57:12.129337,2023-05-02 04:57:14.965499,"Male","Accepted",NA,"HTTPS",2,"FALSE"
"55","8fdde1a7-f655-4b6e-ae4a-9edc840496e4","78d92ebb-7049-4f5e-96e0-faa8efa9b257","bandit-radinou","b5480109-34b2-43c8-841f-3f0981213777",1931-05-27 00:45:31,32,"EMAIL",2023-01-14 04:30:24.331676,2023-01-14 04:31:42.92122,2023-01-14 04:31:45.337412,"Female","Accepted",NA,"HTTPS",1,"FALSE"
"56","a81b0bd1-6e27-42db-a77a-a71339873f56","83dce9c2-2fe7-4f4f-b8ce-c5d614975887","bandit-radinou","53f64dc8-c04b-4230-a87a-96ecfe7d70ee",1988-11-06 07:12:41,59,"ID",2023-05-02 01:33:57.286443,2023-05-02 01:37:12.594679,2023-05-02 01:37:16.763511,"Female","Accepted",NA,NA,2,"FALSE"
"57","00c0890a-d25c-4ec3-8cc0-bb132c9de05a","0d4844f4-38b9-46fc-8981-3c54d2737697","bandit-donsaluste","54059617-defe-4843-a7ea-4febf2541a11",2003-05-14 12:51:01,40,"EMAIL",2023-02-18 12:00:41.567003,2023-02-18 12:03:04.09886,2023-02-18 12:03:07.125399,"Male","Accepted",NA,"HTTPS",1,"FALSE"
"58","0fff1cb8-b8e4-4d1b-b773-401d1a40f2b9","ec212043-26f9-4816-a181-c4cfe84eedb4","bandit-profit","1dce6c24-a3de-4cce-935a-472eac1b8919",1973-04-25 04:58:31,58,"OTP",2023-01-12 02:34:18.620049,2023-01-12 02:38:06.625129,2023-01-12 02:38:10.505377,"Female","Accepted",NA,NA,2,"FALSE"
"59","23e01825-4f84-49b3-a246-10e23527d74f","18098b51-0f12-4d3c-8ed8-85991114a4eb","bandit-donsaluste","cfc0bd71-1f65-48ba-b89a-f0f1eff3167d",1987-03-08 14:23:27,50,"EMAIL",2023-05-10 20:21:09.942306,2023-05-10 20:22:23.716596,2023-05-10 20:22:28.344853,"Male","Accepted",NA,"HTTPS",3,"FALSE"
"60","fd1fa5bd-e9a5-4e42-bc96-5933d6c2d6e2","f62df0c5-8dea-4fa2-80da-f03cd8cbc1aa","bandit-donsaluste","826e36ce-77be-44bd-8ee4-b584c82f994c",1992-06-14 08:05:34,65,"OTP",2023-04-22 10:18:00.46556,2023-04-22 10:20:42.908948,2023-04-22 10:20:46.876512,"Male","Accepted",NA,NA,2,"FALSE"
"61","17ca44ca-ab3f-40aa-bd2f-88f0c0f8b8ba","daf6597e-9666-4114-8976-e642175ef71a","bandit-donsaluste","dfaa7b18-fb92-404a-a0b9-9e3592d669d5",1976-05-01 19:48:14,39,"SMS",2023-05-28 13:45:36.716933,2023-05-28 13:46:07.365321,2023-05-28 13:46:09.455704,"Female","Accepted","+34",NA,2,"FALSE"
"62","2d519101-ba7b-4adf-8dcf-fd8ca0d3c20c","9c84a769-51fc-4c2f-a5c8-5000747847f6","bandit-donsaluste","86677ee1-c08e-49c5-9038-489088c7e5cb",1987-05-07 02:04:14,55,"OTP",2023-01-02 03:38:22.493382,2023-01-02 03:40:48.138832,2023-01-02 03:40:51.385993,"Male","Accepted",NA,NA,3,"FALSE"
"63","3057c43e-b0e7-4f03-9c22-b067dd46e14a","488abaac-6e88-4a63-aed2-b9d35578a5b9","bandit-donsaluste","eaf91829-b151-474c-8740-6cbc2472ad5f",1946-02-27 20:52:04,37,"ID",2023-03-23 16:08:35.105091,2023-03-23 16:11:44.941343,2023-03-23 16:11:47.236193,"Female","Accepted",NA,NA,3,"FALSE"
"64","6ed44cbe-82cf-4d0d-b822-08b455964d1d","efcb8db1-7e7d-421b-b535-0251da7c4c9c","bandit-donsaluste","5cd0bde5-08e8-4b31-bb1a-cedb03cf312e",1996-08-18 16:45:48,81,"OTP",2023-06-03 21:08:36.054679,2023-06-03 21:10:55.604053,2023-06-03 21:10:59.690971,"Female","Accepted",NA,NA,1,"FALSE"
"65","4deaa57d-6009-4fe5-ac94-e7ba435acc1c","eca0aaf0-f17b-4378-8fa7-5281ca3d0989","bandit-picsou","2ceacc3e-7f8a-4ed0-b536-2a1b73e05b4a",1963-06-08 08:35:50,74,"OTP",2023-02-25 07:07:09.922919,2023-02-25 07:09:48.452848,2023-02-25 07:09:51.623685,"Female","Accepted",NA,NA,3,"FALSE"
"66","736e92e8-232d-4ff4-a330-9d9e6e816f34","d873baab-8838-4297-8522-9e6d9f79e30e","bandit-radinou","b0b0c949-fa44-4c71-b9c5-7386f12cd5cb",1970-04-07 22:34:44,23,"EMAIL",2023-04-04 06:16:42.746052,2023-04-04 06:18:57.955755,2023-04-04 06:19:00.611462,"Female","Accepted",NA,"HTTPS",1,"FALSE"
"67","ca097aa0-6eac-4c6a-9d3c-4200f980986b","4eafce76-a9d7-4839-bdde-c83498c79b9e","bandit-profit","9bb9d505-afa4-41de-888a-7e15b8abf8c9",1941-11-03 21:30:39,76,"ID",2023-03-02 16:32:27.868663,2023-03-02 16:35:42.4527,2023-03-02 16:35:46.185173,"Female","Accepted",NA,NA,3,"FALSE"
"68","8f476392-32b9-49d0-b438-5aa329ac5d5a","9c6a6eda-1f9b-4f20-bb65-f8c813d6fe71","bandit-profit","ac5141df-d265-45f4-a18a-fac9e4296917",1991-04-23 15:36:55,75,"ID",2023-03-18 17:27:53.06301,2023-03-18 17:32:22.974012,2023-03-18 17:32:24.707994,"Female","Refused",NA,NA,4,"TRUE"
"69","d6c4f308-59ff-429c-97cc-cd1d46298bad","50189fa7-7dbf-4d86-a4bb-f4403cb063e2","bandit-picsou","8c1db32d-7a61-4bdd-a906-2f1b9feb9e02",1965-05-11 13:19:48,24,"SMS",2023-05-24 07:25:30.320407,2023-05-24 07:25:55.411893,2023-05-24 07:25:59.018613,"Male","Accepted","+34",NA,1,"FALSE"
"70","88f5a30a-a6d9-43e5-be8e-e569ba32f019","3e78557d-3759-4397-9d64-d6383961b1da","bandit-picsou","eae52156-c3db-456f-84a2-38071f2ca5db",1978-10-20 15:05:19,26,"SMS",2023-04-20 04:57:10.104825,2023-04-20 04:57:43.165645,2023-04-20 04:57:46.461514,"Female","Accepted","+34",NA,1,"FALSE"
"71","50095e99-062c-48a9-ad02-220c2826aadf","12b777a8-30c4-42de-82f9-a215332287cb","bandit-donsaluste","a54ed468-11f8-4fd6-bba6-d240ad41a6b8",1938-11-21 10:59:04,75,"ID",2023-02-08 11:53:39.679533,2023-02-08 11:58:23.906915,2023-02-08 11:58:28.862638,"Female","Accepted",NA,NA,2,"FALSE"
"72","3dabee88-7fbf-4ac9-8234-0e85ff94854c","2a65ada1-bdbf-4a8f-b693-68e648f060d1","bandit-donsaluste","d90e3d7f-e6ed-438f-86f2-8a4f03c38dbf",1968-04-09 19:45:20,41,"SMS",2023-02-19 21:56:50.415037,2023-02-19 21:57:15.410364,2023-02-19 21:57:18.373471,"Male","Accepted","+34",NA,2,"FALSE"
"73","58994d58-e38f-4c97-a84a-2e184fd7af55","d77b413c-4b67-48af-ad9a-3e53ecf9d582","bandit-radinou","dc14b2a9-4fbf-410b-856e-a79153f16cde",1976-01-20 20:17:38,33,"ID",2023-02-27 11:36:40.617456,2023-02-27 11:40:28.690477,2023-02-27 11:40:31.71365,"Male","Accepted",NA,NA,2,"FALSE"
"74","419ba326-76a1-4c61-9b26-a55a3190d983","169f8c14-ca1a-4e60-9421-20c99b2a7347","bandit-profit","4db7bf92-1f4d-4cf9-ad7b-5d8eb90f6f4d",1951-05-04 02:51:04,48,"ID",2023-04-19 05:18:13.948249,2023-04-19 05:22:29.828189,2023-04-19 05:22:33.52044,"Female","Accepted",NA,NA,3,"FALSE"
